dTXYEAR,dROLLNMBR,dASSESSMENTBASE,dASSESSCD,dASSESSTYPE,dASSESSVALLAND,dASSESSVALIMPR,dASSESSVALOTHER,dASSESSCHANGECD,dASSESSVALEXMPTLAND,dASSESSVALEXMPTIMPR,dASSESSVALEXMPTOTH
2021,43015,4,30,0,1369500,1600,0,AA,356070,420,0
2021,43015,4,30,1,-82100,0,0,SUP,-21350,0,0
2021,43020,4,11,0,54900,253400,0,AA,24710,114030,0
2021,43030,2,30,0,112400,0,0,AA,29220,0,0
2021,43031,4,11,0,58100,0,0,AA,26150,0,0
2021,43031,4,11,1,0,216700,0,SUP,0,97520,0
2021,43032,4,11,0,56200,0,0,AA,25290,0,0
2021,43032,4,11,1,0,240000,0,SUP,0,108000,0
2021,43033,4,11,0,53800,0,0,AA,24210,0,0
2021,43033,4,11,1,0,220600,0,SUP,0,99270,0
2021,43034,4,11,0,53300,0,0,AA,23990,0,0
2021,43034,4,11,1,0,208100,0,SUP,0,93650,0
2021,43035,4,11,0,50800,0,0,AA,22860,0,0
2021,43036,4,11,0,50900,0,0,AA,22910,0,0
2021,43036,4,11,1,0,235100,0,SUP,0,105800,0
2021,43037,4,11,0,52500,0,0,AA,23630,0,0
2021,43037,4,11,1,0,246500,0,SUP,0,110930,0
2021,43039,4,11,0,54800,433400,0,AA,24660,195030,0
2021,43039,4,11,1,-10600,-216200,0,SUP,-4770,-97290,0
2021,43040,4,11,1,43400,216200,0,SUP,19530,97290,0
2021,43041,4,11,0,54200,0,0,AA,24390,0,0
2021,43042,4,11,1,43200,212500,0,SUP,19440,95630,0
2021,43043,4,11,0,53500,0,0,AA,24080,0,0
2021,43043,4,11,1,-10300,212500,0,SUP,-4640,95630,0
2021,43045,4,11,0,53400,0,0,AA,24030,0,0
2021,43046,4,11,0,53100,0,0,AA,23900,0,0
2021,43047,4,11,0,53100,0,0,AA,23900,0,0
2021,43047,4,11,1,0,247900,0,SUP,0,111560,0
2021,43048,4,11,0,56300,0,0,AA,25340,0,0
2021,43048,4,11,1,0,264800,0,SUP,0,119160,0
2021,43049,4,11,0,58100,0,0,AA,26150,0,0
2021,43049,4,11,1,0,300100,0,SUP,0,135050,0
2021,43050,4,11,0,63400,0,0,AA,28530,0,0
2021,43050,4,11,1,0,305900,0,SUP,0,137660,0
2021,43051,4,11,0,67200,0,0,AA,30240,0,0
2021,43052,4,11,0,65400,0,0,AA,29430,0,0
2021,43053,4,11,0,77300,0,0,AA,34790,0,0
2021,43053,4,11,1,0,464600,0,SUP,0,209070,0
2021,43054,4,11,0,74400,0,0,AA,33480,0,0
2021,43054,4,11,1,0,343100,0,SUP,0,154400,0
2021,43055,4,11,0,60500,0,0,AA,27230,0,0
2021,43056,4,11,0,63700,0,0,AA,28670,0,0
2021,43057,4,11,0,54200,0,0,AA,24390,0,0
2021,43058,4,11,0,55400,0,0,AA,24930,0,0
2021,43059,4,11,0,57200,0,0,AA,25740,0,0
2021,43059,4,11,1,0,246600,0,SUP,0,110970,0
2021,43060,4,11,0,56400,298500,0,AA,25380,134330,0
2021,43061,4,11,0,55100,0,0,AA,24800,0,0
2021,43062,4,11,0,53200,0,0,AA,23940,0,0
2021,43063,4,11,0,56900,0,0,AA,25610,0,0
2021,43081,4,11,0,49400,0,0,AA,22230,0,0
2021,43082,4,11,0,48600,0,0,AA,21870,0,0
2021,43082,4,11,1,0,248200,0,SUP,0,111690,0
2021,43084,4,11,0,49800,0,0,AA,22410,0,0
2021,43086,4,11,0,50400,0,0,AA,22680,0,0
2021,43086,4,11,1,0,449200,0,SUP,0,202140,0
2021,43088,4,11,0,51000,0,0,AA,22950,0,0
2021,43090,4,11,0,51300,0,0,AA,23090,0,0
2021,43092,4,11,0,52200,0,0,AA,23490,0,0
2021,43100,2,32,0,196800,0,0,AA,51170,0,0
2021,43100,4,31,0,162900,0,0,AA,42350,0,0
2021,43105,4,11,0,96000,0,0,AA,43200,0,0
2021,43140,4,11,0,108400,127200,0,AA,48780,57240,0
2021,43142,4,11,0,96600,341800,0,AA,43470,153810,0
2021,43143,4,11,0,92100,272900,0,AA,41450,122810,0
2021,43145,2,32,0,197500,0,0,AA,51350,0,0
2021,43145,4,31,0,164200,0,0,AA,42690,0,0
2021,43150,4,11,0,105800,257300,0,AA,47610,115790,0
2021,43160,4,11,0,106800,168200,0,AA,48060,75690,0
2021,43170,2,32,0,8600,0,0,AA,2240,0,0
2021,43170,4,11,0,106800,174600,0,AA,48060,78570,0
2021,43170,4,31,0,15100,0,0,AA,3930,0,0
2021,43200,4,11,0,95000,171800,0,AA,42750,77310,0
2021,43210,4,11,0,87500,202300,0,AA,39380,91040,0
2021,43300,4,11,0,108200,180400,0,AA,48690,81180,0
2021,43301,4,30,0,214200,0,0,AA,55690,0,0
2021,43400,4,11,0,108200,141300,0,AA,48690,63590,0
2021,43500,4,60,0,101300,465300,0,AA,65850,302450,0
2021,43600,4,11,0,88500,130700,0,AA,39830,58820,0
2021,43625,4,60,0,77100,513400,0,AA,50120,333710,0
2021,43627,4,11,0,72900,0,0,AA,32810,0,0
2021,43631,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43632,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43633,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43634,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43635,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43636,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43637,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43638,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43639,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43640,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43641,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43642,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43643,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43644,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43645,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43646,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43647,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43648,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43649,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43650,4,80,0,28400,95000,0,AA,12780,42750,0
2021,43800,2,40,0,112500,0,0,AA,73130,0,0
2021,43850,4,11,0,82600,179700,0,AA,37170,80870,0
2021,43860,4,11,0,95000,24400,0,AA,42750,10980,0
2021,43860,4,11,1,0,-24400,0,SUP,0,-10980,0
2021,43910,4,11,0,81200,164100,0,AA,36540,73850,0
2021,43920,4,11,0,81200,150400,0,AA,36540,67680,0
2021,43930,4,11,0,81200,133500,0,AA,36540,60080,0
2021,43940,4,11,0,81200,185600,0,AA,36540,83520,0
2021,43950,4,11,0,81200,224100,0,AA,36540,100850,0
2021,43960,4,11,0,81200,192000,0,AA,36540,86400,0
2021,43970,4,11,0,81200,138100,0,AA,36540,62150,0
2021,43980,4,11,0,81200,172700,0,AA,36540,77720,0
2021,44005,4,11,0,76000,124400,0,AA,34200,55980,0
2021,44010,4,11,0,76000,187500,0,AA,34200,84380,0
2021,44015,4,11,0,76000,160900,0,AA,34200,72410,0
2021,44020,4,11,0,76000,230500,0,AA,34200,103730,0
2021,44025,4,11,0,76000,166600,0,AA,34200,74970,0
2021,44030,4,11,0,76000,3900,0,AA,34200,1760,0
2021,44035,4,11,0,76000,118400,0,AA,34200,53280,0
2021,44042,4,11,0,76000,277800,0,AA,34200,125010,0
2021,44045,4,11,0,77400,158800,0,AA,34830,71460,0
2021,44050,4,11,0,77800,172400,0,AA,35010,77580,0
2021,44055,4,11,0,76000,145000,0,AA,34200,65250,0
2021,44060,4,11,0,76000,140600,0,AA,34200,63270,0
2021,44065,4,11,0,76000,0,0,AA,34200,0,0
2021,44070,4,11,0,76000,172400,0,AA,34200,77580,0
2021,44075,4,11,0,76000,185600,0,AA,34200,83520,0
2021,44080,4,11,0,76000,137800,0,AA,34200,62010,0
2021,44085,4,11,0,76000,167700,0,AA,34200,75470,0
2021,44090,2,60,0,48400,1000,0,AA,31460,650,0
2021,44105,4,11,0,74700,200000,0,AA,33620,90000,0
2021,44107,4,11,0,74700,198500,0,AA,33620,89330,0
2021,44109,4,11,0,74700,200200,0,AA,33620,90090,0
2021,44111,4,11,0,74700,143900,0,AA,33620,64760,0
2021,44113,4,11,0,74700,153900,0,AA,33620,69260,0
2021,44115,4,11,0,74700,194000,0,AA,33620,87300,0
2021,44117,4,11,0,74700,193600,0,AA,33620,87120,0
2021,44119,4,11,0,74700,185800,0,AA,33620,83610,0
2021,44121,4,11,0,74700,168800,0,AA,33620,75960,0
2021,44123,4,11,0,74700,175000,0,AA,33620,78750,0
2021,44125,4,11,0,74700,185500,0,AA,33620,83480,0
2021,44127,4,11,0,76000,162900,0,AA,34200,73310,0
2021,44129,4,11,0,74700,157200,0,AA,33620,70740,0
2021,44131,4,11,0,74700,197000,0,AA,33620,88650,0
2021,44133,4,11,0,74700,152900,0,AA,33620,68810,0
2021,44135,4,11,0,74700,175300,0,AA,33620,78890,0
2021,44137,4,11,0,74700,163400,0,AA,33620,73530,0
2021,44139,4,11,0,74700,224400,0,AA,33620,100980,0
2021,44141,1,11,0,76000,122600,0,AA,34200,55170,0
2021,44143,4,11,0,74700,195600,0,AA,33620,88020,0
2021,44145,4,11,0,74700,190000,0,AA,33620,85500,0
2021,44147,4,11,0,74700,140600,0,AA,33620,63270,0
2021,44149,4,11,0,74700,215000,0,AA,33620,96750,0
2021,44150,2,60,0,51400,700,0,AA,33410,460,0
2021,44160,4,11,0,111100,180400,0,AA,50000,81180,0
2021,44181,4,11,0,84000,111200,0,AA,37800,50040,0
2021,44185,4,11,0,91900,164700,0,AA,41360,74120,0
2021,44190,4,11,0,82900,121300,0,AA,37310,54590,0
2021,44193,4,11,0,113500,30200,0,AA,51080,13590,0
2021,44195,4,11,0,106900,110500,0,AA,48110,49730,0
2021,44200,4,11,0,60100,214500,0,AA,27050,96530,0
2021,44200,4,30,0,133700,61700,0,AA,34760,16040,0
2021,44200,4,11,1,0,279500,0,SUP,0,125770,0
2021,44200,4,30,1,0,437200,0,SUP,0,113670,0
2021,44210,4,30,0,588000,0,0,AA,152880,0,0
2021,44220,4,11,0,66600,145000,0,AA,29970,65250,0
2021,44230,4,11,0,59300,224200,0,AA,26690,100890,0
2021,44240,4,11,0,60100,299100,0,AA,27050,134600,0
2021,44240,4,30,0,56800,0,0,AA,14770,0,0
2021,44600,2,32,0,373900,0,0,AA,97210,0,0
2021,44600,4,31,0,375000,0,0,AA,97500,0,0
2021,44700,4,11,0,80000,110200,0,AA,36000,49590,0
2021,44700,4,30,0,28000,0,0,AA,7280,0,0
2021,44800,4,30,0,92000,79900,0,AA,23920,20770,0
2021,44900,2,32,0,130300,0,0,AA,33880,0,0
2021,44900,4,11,0,60100,78900,0,AA,27050,35510,0
2021,44900,4,31,0,123500,0,0,AA,32110,0,0
2021,44910,4,30,0,280000,0,0,AA,72800,0,0
2021,45200,4,12,0,60100,229700,0,AA,27050,103370,0
2021,45200,4,30,0,437700,53600,0,AA,113800,13940,0
2021,45300,4,11,0,60100,183200,0,AA,27050,82440,0
2021,45300,4,30,0,54400,0,0,AA,14140,0,0
2021,45500,4,30,0,362800,0,0,AA,94330,0,0
2021,45600,4,30,0,367500,0,0,AA,95550,0,0
2021,45720,4,30,0,654100,0,0,AA,170070,0,0
2021,45810,4,30,0,371600,0,0,AA,96620,0,0
2021,45910,4,11,0,65500,139000,0,AA,29480,62550,0
2021,46010,2,32,0,232800,0,0,AA,60530,0,0
2021,46010,4,31,0,184000,0,0,AA,47840,0,0
2021,46110,2,32,0,232800,0,0,AA,60530,0,0
2021,46110,4,31,0,184000,0,0,AA,47840,0,0
2021,46210,4,11,0,81800,189500,0,AA,36810,85280,0
2021,46310,4,11,0,69300,182500,0,AA,31190,82130,0
2021,46410,4,11,0,60100,143700,0,AA,27050,64670,0
2021,46410,4,30,0,49500,0,0,AA,12870,0,0
2021,46450,4,11,0,64800,131800,0,AA,29160,59310,0
2021,46500,4,30,0,381000,0,0,AA,99060,0,0
2021,46600,4,30,0,380000,0,0,AA,98800,0,0
2021,46700,4,30,0,380000,0,0,AA,98800,0,0
2021,46750,1,60,0,1500,0,0,AA,980,0,0
2021,46800,2,32,0,314000,0,0,AA,81640,0,0
2021,46800,4,31,0,289200,0,0,AA,75190,0,0
2021,46900,4,11,0,60100,270100,0,AA,27050,121550,0
2021,46900,4,30,0,67500,42400,0,AA,17550,11020,0
2021,46925,4,30,0,348800,0,0,AA,90690,0,0
2021,47000,4,11,0,60100,254200,0,AA,27050,114390,0
2021,47000,4,30,0,297300,476700,0,AA,77300,123940,0
2021,47050,4,11,0,97900,160500,0,AA,44060,72230,0
2021,47100,4,11,0,60100,154800,0,AA,27050,69660,0
2021,47100,4,30,0,212400,2400,0,AA,55220,620,0
2021,47200,4,11,0,60100,314600,0,AA,27050,141570,0
2021,47200,4,30,0,248900,0,0,AA,64710,0,0
2021,47200,4,60,0,4700,65200,0,AA,3060,42380,0
2021,47400,4,30,0,464900,0,0,AA,120870,0,0
2021,47450,1,30,0,12600,0,0,AA,3280,0,0
2021,47500,4,11,0,60100,218500,0,AA,27050,98330,0
2021,47500,4,30,0,87900,0,0,AA,22850,0,0
2021,47590,4,11,0,79900,176700,0,AA,35960,79520,0
2021,47600,4,30,0,207800,0,0,AA,54030,0,0
2021,47700,4,11,0,60100,90800,0,AA,27050,40860,0
2021,47700,4,30,0,241100,46800,0,AA,62690,12170,0
2021,47700,4,60,0,5700,7500,0,AA,3710,4880,0
2021,47900,4,11,0,113700,159100,0,AA,51170,71600,0
2021,47900,4,30,0,4500,6100,0,AA,1170,1590,0
2021,47920,4,11,0,109800,209800,0,AA,49410,94410,0
2021,47940,4,30,0,303100,0,0,AA,78810,0,0
2021,47950,4,11,0,107500,198700,0,AA,48380,89420,0
2021,48000,4,30,0,224500,0,0,AA,58370,0,0
2021,48100,4,11,0,99400,141400,0,AA,44730,63630,0
2021,48150,4,11,0,107500,173400,0,AA,48380,78030,0
2021,48210,4,11,0,98300,205000,0,AA,44240,92250,0
2021,48220,4,11,0,99400,107600,0,AA,44730,48420,0
2021,48240,4,11,0,106900,151700,0,AA,48110,68270,0
2021,48250,4,11,0,89700,134600,0,AA,40370,60570,0
2021,48260,4,11,0,107200,176100,0,AA,48240,79250,0
2021,48300,2,40,0,114100,1035100,0,AA,74170,672820,0
2021,48300,2,40,1,0,614400,0,SUP,0,399360,0
2021,48350,4,30,0,50600,0,0,AA,13160,0,0
2021,48350,4,60,0,128500,2820300,0,AA,83530,1833200,0
2021,48520,4,30,0,229200,0,0,AA,59590,0,0
2021,48540,4,30,0,240900,0,0,AA,62630,0,0
2021,48560,4,11,0,60100,435400,0,AA,27050,195930,0
2021,48560,4,30,0,180800,0,0,AA,47010,0,0
2021,48580,4,30,0,233300,0,0,AA,60660,0,0
2021,48600,4,30,0,389400,0,0,AA,101240,0,0
2021,48700,4,30,0,372000,0,0,AA,96720,0,0
2021,48800,4,30,0,583700,0,0,AA,151760,0,0
2021,48900,4,11,0,90900,50800,0,AA,40910,22860,0
2021,48900,4,30,0,114300,0,0,AA,29720,0,0
2021,48905,4,11,0,59600,184800,0,AA,26820,83160,0
2021,48910,4,11,0,59600,100800,0,AA,26820,45360,0
2021,48915,4,11,0,59600,193800,0,AA,26820,87210,0
2021,49000,4,11,0,106800,139400,0,AA,48060,62730,0
2021,49100,4,11,0,103600,168100,0,AA,46620,75650,0
2021,49110,4,11,0,77400,289800,0,AA,34830,130410,0
2021,49110,4,60,0,19300,48100,0,AA,12550,31270,0
2021,49200,4,12,0,60100,526700,0,AA,27050,237020,0
2021,49200,4,30,0,653700,82100,0,AA,169960,21350,0
2021,49200,4,60,0,3600,46500,0,AA,2340,30230,0
2021,49205,4,11,0,108000,205900,0,AA,48600,92660,0
2021,49210,4,11,0,70800,197100,0,AA,31860,88700,0
2021,49210,4,60,0,10400,36300,0,AA,6760,23600,0
2021,49300,4,30,0,316200,0,0,AA,82210,0,0
2021,49325,2,60,0,266800,0,0,AA,173420,0,0
2021,49400,4,30,0,296400,0,0,AA,77060,0,0
2021,49500,4,30,0,241000,0,0,AA,62660,0,0
2021,49550,4,11,0,137700,241800,0,AA,61970,108810,0
2021,49560,4,11,0,138400,158300,0,AA,62280,71240,0
2021,49600,4,30,0,364000,0,0,AA,94640,0,0
2021,49700,4,30,0,364000,0,0,AA,94640,0,0
2021,49800,2,32,0,234100,0,0,AA,60870,0,0
2021,49800,4,31,0,200000,0,0,AA,52000,0,0
2021,49900,4,30,0,465300,0,0,AA,120980,0,0
2021,50100,4,30,0,300200,0,0,AA,78050,0,0
2021,50150,4,30,0,300200,0,0,AA,78050,0,0
2021,50200,4,30,0,550500,0,0,AA,143130,0,0
2021,50300,4,30,0,372000,0,0,AA,96720,0,0
2021,50400,4,30,0,372000,0,0,AA,96720,0,0
2021,50500,4,11,0,81000,186100,0,AA,36450,83750,0
2021,50510,4,11,0,86400,178300,0,AA,38880,80240,0
2021,50520,4,11,0,43200,85200,0,AA,19440,38340,0
2021,50520,4,30,0,655500,719100,0,AA,170430,186970,0
2021,50525,4,11,0,113600,259800,0,AA,51120,116910,0
2021,50600,4,11,0,89700,123200,0,AA,40370,55440,0
2021,50600,4,30,0,488100,223600,0,AA,126910,58140,0
2021,50700,4,30,0,744000,0,0,AA,193440,0,0
2021,50800,4,30,0,376700,0,0,AA,97940,0,0
2021,50900,2,30,0,159800,0,0,AA,41550,0,0
2021,51000,4,30,0,519500,0,0,AA,135070,0,0
2021,51102,4,11,0,107800,0,0,AA,48510,0,0
2021,51104,4,11,0,137700,128300,0,AA,61970,57740,0
2021,51106,4,11,0,138400,159400,0,AA,62280,71730,0
2021,51111,4,11,0,138900,259600,0,AA,62510,116820,0
2021,51116,4,11,0,138400,231100,0,AA,62280,104000,0
2021,51121,2,32,0,75500,0,0,AA,19630,0,0
2021,51121,4,11,0,76500,215800,0,AA,34430,97110,0
2021,51121,4,31,0,31500,0,0,AA,8190,0,0
2021,51126,4,11,0,157700,194500,0,AA,70970,87530,0
2021,51150,4,11,0,157700,169900,0,AA,70970,76460,0
2021,51160,4,11,0,156900,121200,0,AA,70610,54540,0
2021,51165,4,11,0,150300,240200,0,AA,67640,108090,0
2021,51170,4,11,0,119800,155400,0,AA,53910,69930,0
2021,51180,4,11,0,155900,115300,0,AA,70160,51890,0
2021,51200,4,30,0,320400,0,0,AA,83300,0,0
2021,51305,4,11,0,119500,301100,0,AA,53780,135500,0
2021,51305,4,11,1,0,25200,0,SUP,0,11340,0
2021,51310,4,11,0,137600,319100,0,AA,61920,143600,0
2021,51310,4,11,1,0,15900,0,SUP,0,7150,0
2021,51316,4,11,0,119500,240200,0,AA,53780,108090,0
2021,51318,4,11,0,119500,271800,0,AA,53780,122310,0
2021,51320,4,11,0,120100,178500,0,AA,54050,80330,0
2021,51321,4,11,0,120100,289000,0,AA,54050,130050,0
2021,51322,4,11,0,120100,327400,0,AA,54050,147330,0
2021,51323,4,11,0,119500,463100,0,AA,53780,208400,0
2021,51324,4,11,0,119500,262100,0,AA,53780,117950,0
2021,51325,4,11,0,120600,389300,0,AA,54270,175190,0
2021,51326,4,11,0,120800,268400,0,AA,54360,120780,0
2021,51327,4,11,0,124100,343300,0,AA,55850,154490,0
2021,51328,4,11,0,126600,253000,0,AA,56970,113850,0
2021,51329,4,11,0,120300,0,0,AA,54140,0,0
2021,51330,4,11,0,123900,281500,0,AA,55760,126680,0
2021,51331,4,11,0,127300,290900,0,AA,57290,130910,0
2021,51332,4,11,0,124100,277800,0,AA,55850,125010,0
2021,51340,4,11,0,151900,162100,0,AA,68360,72950,0
2021,51350,4,11,0,163900,147500,0,AA,73760,66380,0
2021,51365,4,11,0,129200,245200,0,AA,58140,110340,0
2021,51385,4,11,0,129200,248500,0,AA,58140,111830,0
2021,51410,4,11,0,138900,189600,0,AA,62510,85320,0
2021,51440,4,11,0,138400,148000,0,AA,62280,66600,0
2021,51460,4,11,0,138400,131000,0,AA,62280,58950,0
2021,51510,4,30,0,294000,0,0,AA,76440,0,0
2021,51560,4,11,0,166400,217900,0,AA,74880,98060,0
2021,51600,4,30,0,74200,0,0,AA,19290,0,0
2021,51610,4,11,0,137600,191300,0,AA,61920,86090,0
2021,51620,4,11,0,137600,187800,0,AA,61920,84510,0
2021,51620,4,30,0,0,10900,0,AA,0,2830,0
2021,51650,4,11,0,138400,182800,0,AA,62280,82260,0
2021,51700,4,30,0,480600,0,0,AA,124960,0,0
2021,51800,4,12,0,89700,19700,0,AA,40370,8870,0
2021,51800,4,30,0,393400,3900,0,AA,102280,1010,0
2021,51800,4,12,1,-89700,-19700,0,SUP,-40370,-8870,0
2021,51800,4,30,1,89700,-3900,0,SUP,23330,-1010,0
2021,51850,2,30,0,16400,0,0,AA,4260,0,0
2021,51900,4,30,0,327800,0,0,AA,85230,0,0
2021,52000,4,30,0,332100,0,0,AA,86350,0,0
2021,52100,4,30,0,319200,0,0,AA,82990,0,0
2021,52200,4,30,0,326400,16300,0,AA,84860,4240,0
2021,52300,4,11,0,126300,201800,0,AA,56840,90810,0
2021,52370,4,11,0,152300,30000,0,AA,68540,13500,0
2021,52370,4,11,1,22900,3000,0,SUP,10300,1350,0
2021,52375,4,30,0,324700,0,0,AA,84420,0,0
2021,52380,4,11,0,119400,224300,0,AA,53730,100940,0
2021,52390,4,11,0,157700,154100,0,AA,70970,69350,0
2021,52390,4,11,1,-38200,-3000,0,SUP,-17190,-1350,0
2021,52400,4,11,0,138400,158500,0,AA,62280,71330,0
2021,52405,4,11,0,137100,172500,0,AA,61700,77630,0
2021,52415,4,11,0,138400,244600,0,AA,62280,110070,0
2021,52440,4,11,0,138400,306500,0,AA,62280,137930,0
2021,52445,4,11,0,76500,129900,0,AA,34430,58460,0
2021,52445,4,30,0,95600,5500,0,AA,24860,1430,0
2021,52450,4,11,0,119500,348000,0,AA,53780,156600,0
2021,52455,4,11,0,137600,192600,0,AA,61920,86670,0
2021,52470,4,11,0,138200,139200,0,AA,62190,62640,0
2021,52480,4,11,0,138400,181100,0,AA,62280,81500,0
2021,52490,4,11,0,138400,139200,0,AA,62280,62640,0
2021,52500,4,30,0,232000,0,0,AA,60320,0,0
2021,52600,4,30,0,211200,0,0,AA,54910,0,0
2021,52700,4,12,0,89700,280300,0,AA,40370,126140,0
2021,52700,4,30,0,526100,0,0,AA,136790,0,0
2021,52800,4,11,0,143800,115900,0,AA,64710,52160,0
2021,52810,4,11,0,119500,205300,0,AA,53780,92390,0
2021,52820,4,11,0,119500,36800,0,AA,53780,16560,0
2021,52900,2,32,0,201800,0,0,AA,52470,0,0
2021,52900,4,31,0,168000,0,0,AA,43680,0,0
2021,53000,4,30,0,253700,0,0,AA,65960,0,0
2021,53200,4,11,0,67700,160600,0,AA,30470,72270,0
2021,53200,4,30,0,116900,1700,0,AA,30390,440,0
2021,53310,4,11,0,121800,242300,0,AA,54810,109040,0
2021,53350,4,11,0,121800,198000,0,AA,54810,89100,0
2021,53360,4,11,0,121800,241400,0,AA,54810,108630,0
2021,53370,4,11,0,121800,243200,0,AA,54810,109440,0
2021,53380,4,11,0,67700,168800,0,AA,30470,75960,0
2021,53380,4,30,0,146600,40500,0,AA,38120,10530,0
2021,53390,4,30,0,28500,0,0,AA,7410,0,0
2021,53400,2,32,0,173100,0,0,AA,45010,0,0
2021,53400,4,31,0,147800,0,0,AA,38430,0,0
2021,53410,4,11,0,108500,170900,0,AA,48830,76910,0
2021,53520,4,11,0,121900,211800,0,AA,54860,95310,0
2021,53540,4,30,0,182000,0,0,AA,47320,0,0
2021,53600,4,30,0,229300,0,0,AA,59620,0,0
2021,53700,2,32,0,229300,0,0,AA,59620,0,0
2021,53700,4,31,0,180000,0,0,AA,46800,0,0
2021,53800,2,32,0,359700,0,0,AA,93520,0,0
2021,53800,4,31,0,347800,0,0,AA,90430,0,0
2021,53900,4,11,0,105800,94800,0,AA,47610,42660,0
2021,53950,4,30,0,184300,0,0,AA,47920,0,0
2021,54000,2,32,0,184300,0,0,AA,47920,0,0
2021,54000,4,31,0,111100,0,0,AA,28890,0,0
2021,54025,2,32,0,239700,0,0,AA,62320,0,0
2021,54025,4,31,0,196900,0,0,AA,51190,0,0
2021,54100,4,11,0,142400,219100,0,AA,64080,98600,0
2021,54200,4,30,0,300800,0,0,AA,78210,0,0
2021,54300,4,30,0,406500,0,0,AA,105690,0,0
2021,54500,4,30,0,163000,0,0,AA,42380,0,0
2021,54800,4,30,0,312000,0,0,AA,81120,0,0
2021,54900,4,30,0,387000,34400,0,AA,100620,8940,0
2021,55000,4,30,0,384000,0,0,AA,99840,0,0
2021,55100,4,30,0,308400,0,0,AA,80180,0,0
2021,55200,4,30,0,381200,0,0,AA,99110,0,0
2021,55300,4,30,0,65800,0,0,AA,17110,0,0
2021,55400,4,11,0,145500,202700,0,AA,65480,91220,0
2021,55410,4,60,0,135900,954500,0,AA,88340,620430,0
2021,55415,4,11,0,67700,578900,0,AA,30470,260510,0
2021,55415,4,30,0,113900,0,0,AA,29610,0,0
2021,55420,2,32,0,61500,0,0,AA,15990,0,0
2021,55420,4,11,0,67700,227800,0,AA,30470,102510,0
2021,55420,4,31,0,21900,0,0,AA,5690,0,0
2021,55425,4,30,0,261800,0,0,AA,68070,0,0
2021,55500,4,11,0,122000,145200,0,AA,54900,65340,0
2021,55505,4,11,0,156200,231800,0,AA,70290,104310,0
2021,55510,2,32,0,98000,7800,0,AA,25480,2030,0
2021,55510,4,11,0,67700,128100,0,AA,30470,57650,0
2021,55510,4,31,0,88600,7800,0,AA,23040,2030,0
2021,55515,4,11,0,122600,335300,0,AA,55170,150890,0
2021,55600,4,30,0,258500,0,0,AA,67210,0,0
2021,55610,2,32,0,141100,0,0,AA,36690,0,0
2021,55610,4,31,0,59300,0,0,AA,15420,0,0
2021,55700,4,30,0,362800,0,0,AA,94330,0,0
2021,55710,4,11,0,122600,138900,0,AA,55170,62510,0
2021,55720,4,11,0,138800,279700,0,AA,62460,125870,0
2021,55750,2,32,0,142500,0,0,AA,37050,0,0
2021,55750,4,31,0,61400,0,0,AA,15960,0,0
2021,55784,4,11,0,108100,361500,0,AA,48650,162680,0
2021,55786,4,11,0,106500,386700,0,AA,47930,174020,0
2021,55788,4,11,0,113700,293800,0,AA,51170,132210,0
2021,55790,4,11,0,122800,0,0,AA,55260,0,0
2021,55792,4,11,0,131100,0,0,AA,59000,0,0
2021,55794,4,11,0,113700,374900,0,AA,51170,168710,0
2021,55796,4,11,0,113700,295600,0,AA,51170,133020,0
2021,55798,4,11,0,114000,464700,0,AA,51300,209120,0
2021,55800,4,11,0,121600,227500,0,AA,54720,102380,0
2021,55801,2,60,0,2100,0,0,AA,1370,0,0
2021,55810,2,32,0,191000,0,0,AA,49660,0,0
2021,55810,4,31,0,140000,0,0,AA,36400,0,0
2021,55815,4,11,0,147300,79200,0,AA,66290,35640,0
2021,55850,4,30,0,420000,0,0,AA,109200,0,0
2021,55870,4,30,0,441000,0,0,AA,114660,0,0
2021,55900,4,11,0,76400,177000,0,AA,34380,79650,0
2021,56000,2,32,0,151300,0,0,AA,39340,0,0
2021,56000,4,31,0,75200,0,0,AA,19550,0,0
2021,56025,4,30,0,456100,0,0,AA,118590,0,0
2021,56050,4,11,0,143000,251500,0,AA,64350,113180,0
2021,56100,4,11,0,84800,95300,0,AA,38160,42890,0
2021,56100,4,30,0,229200,30200,0,AA,59590,7850,0
2021,56200,4,30,0,263300,10000,0,AA,68460,2600,0
2021,56300,4,30,0,7100,0,0,AA,1850,0,0
