Gender,Location,Quiz-1,Quiz-2,Quiz-3,Quiz-4,Major-1,Major-2,Major-3,Final
Female,Madinah,4,21,10,12,45,45,37,44
Male,Qassim,15,23,18,10,47,46,61,45
Female,Makkah,13,9,8,19,72,85,87,74
Male,Jeddah,16,8,25,20,69,77,69,74
Male,Qassim,13,9,17,18,74,76,89,71
Female,Makkah,19,21,23,19,61,70,73,72
Male,Qassim,17,19,10,16,90,73,81,78
Female,Madinah,12,8,5,9,45,62,51,47
Male,Makkah,16,6,20,17,64,70,71,70
Male,Madinah,8,19,7,15,49,54,61,54
Male,Jeddah,10,13,7,5,32,48,47,38
Female,Dammam,1,14,10,7,27,25,12,21
Male,Jeddah,17,14,10,21,73,71,69,72
Female,Madinah,16,9,10,12,84,68,83,68
Male,Riyadh,11,21,9,9,48,52,37,48
Male,Makkah,16,13,24,23,81,98,96,88
Male,Riyadh,12,11,7,5,46,46,38,39
Male,Riyadh,17,5,13,17,50,48,53,57
Male,Dammam,12,23,15,4,48,32,47,34
Female,Riyadh,21,6,24,16,71,83,67,75
Female,Makkah,7,10,15,8,19,15,20,19
Female,Qassim,16,7,24,20,90,76,74,82
Male,Jeddah,9,23,8,8,49,52,67,48
Female,Jeddah,8,18,14,14,68,61,68,60
Male,Qassim,8,11,15,14,56,50,64,54
Male,Makkah,10,21,20,0,31,22,14,19
Male,Madinah,10,9,16,14,41,34,45,38
Male,Dammam,5,6,14,3,30,23,19,23
Female,Dhahran,6,19,12,7,46,29,28,33
Male,Jeddah,7,12,22,4,32,40,41,32
Male,Riyadh,19,8,18,14,60,76,63,67
Male,Dammam,10,19,24,12,55,54,46,50
Female,Madinah,24,22,15,17,87,79,77,82
Female,Dammam,17,18,19,15,87,84,89,78
Male,Riyadh,15,17,14,12,64,63,50,62
Male,Jeddah,14,13,24,13,83,75,76,74
Male,Makkah,21,19,9,21,87,72,71,82
Female,Qassim,6,20,16,10,36,54,39,41
Male,Madinah,14,10,14,16,84,83,72,78
Female,Makkah,14,17,5,13,77,73,78,66
Female,Qassim,18,19,22,11,63,54,60,59
Female,Riyadh,10,16,8,11,52,50,45,48
Male,Qassim,8,22,15,11,36,46,50,42
Female,Riyadh,7,10,9,16,41,56,59,48
Male,Jeddah,9,11,13,15,42,39,35,42
Male,Qassim,20,10,18,19,74,68,71,71
Female,Dammam,25,6,22,25,95,95,90,100
Female,Jeddah,11,5,12,10,54,42,43,47
Female,Qassim,12,22,24,12,56,56,54,52
Female,Makkah,7,25,14,12,50,46,62,44
Female,Madinah,14,14,14,11,70,81,81,71
Male,Jeddah,11,10,8,7,36,48,42,37
Female,Makkah,18,7,16,12,69,74,70,67
Male,Qassim,15,16,12,17,76,70,67,73
Male,Qassim,12,16,19,16,53,56,49,57
Male,Riyadh,8,10,13,11,25,37,35,35
Male,Madinah,16,14,19,18,74,70,76,71
Male,Jeddah,6,13,14,6,38,47,53,35
Male,Dammam,17,7,5,18,70,72,78,72
Male,Dammam,9,22,20,17,49,55,54,51
Male,Riyadh,12,20,14,13,78,82,82,70
Female,Jeddah,17,17,11,15,59,48,54,56
Female,Qassim,4,24,17,14,45,33,43,38
Female,Madinah,11,16,23,11,46,48,41,48
Male,Dhahran,13,10,13,12,55,48,45,49
Male,Qassim,19,25,14,20,72,67,68,72
Female,Riyadh,20,17,11,17,85,88,87,84
Female,Qassim,9,20,19,14,37,55,44,45
Female,Madinah,15,6,20,16,66,84,67,71
Male,Riyadh,14,25,9,20,84,80,70,79
Female,Jeddah,10,17,5,8,36,27,41,30
Male,Qassim,13,22,14,15,74,78,72,70
Female,Dhahran,15,9,18,8,67,49,64,52
Female,Makkah,16,21,17,22,82,76,71,79
Female,Jeddah,15,22,17,11,72,77,60,68
Female,Madinah,14,23,11,17,60,65,69,61
Female,Dammam,12,20,7,10,72,58,64,57
Female,Riyadh,13,12,14,8,26,44,33,37
Female,Makkah,22,22,22,23,95,77,81,90
Female,Qassim,12,16,19,11,52,36,51,42
Male,Madinah,7,13,6,15,44,45,55,48
Female,Jeddah,16,21,20,16,66,48,59,61
Female,Makkah,10,21,7,6,32,34,29,28
Male,Qassim,4,5,5,14,35,47,45,42
Female,Makkah,7,24,15,17,64,56,55,56
Female,Dammam,1,17,24,2,24,19,17,15
Male,Dammam,10,25,9,14,60,61,56,55
Female,Jeddah,14,13,22,16,59,54,53,58
Male,Dammam,12,5,11,19,67,73,61,70
Female,Makkah,3,15,14,2,32,28,32,22
Female,Madinah,13,17,8,14,75,64,65,65
Male,Qassim,8,18,20,4,32,29,24,24
Female,Jeddah,14,20,11,14,84,94,81,83
Female,Jeddah,8,7,12,18,59,51,60,57
Female,Makkah,9,13,24,3,28,44,28,33
Female,Dammam,17,20,17,10,65,75,64,62
Male,Qassim,15,19,21,12,76,64,76,62
Female,Riyadh,13,11,12,11,60,56,58,52
Female,Makkah,12,25,22,8,45,49,47,41
Male,Dhahran,22,7,14,20,84,82,81,81
Male,Riyadh,11,6,15,6,55,49,46,42
Female,Dammam,3,15,9,6,30,34,28,29
Female,Madinah,7,9,18,12,59,50,63,52
Female,Jeddah,14,13,7,12,45,58,51,52
Female,Qassim,9,16,10,7,48,57,59,48
Male,Madinah,16,5,11,15,80,76,88,76
Female,Dhahran,5,21,22,9,41,37,49,38
Male,Dhahran,13,13,19,19,75,87,85,77
Male,Riyadh,7,15,8,12,42,59,40,50
Female,Dammam,18,22,17,15,72,68,58,71
Female,Makkah,9,12,15,6,22,35,34,25
Male,Makkah,15,13,13,12,69,69,67,64
Female,Jeddah,12,24,12,7,41,30,29,36
Female,Riyadh,7,15,21,13,54,55,53,54
Male,Jeddah,5,19,8,6,50,41,54,35
Male,Dhahran,18,21,23,13,65,63,68,63
Male,Riyadh,24,5,13,16,80,95,86,85
Male,Madinah,6,13,20,13,55,41,50,46
Female,Dhahran,16,16,9,19,69,62,57,67
Female,Riyadh,14,20,21,18,73,85,84,75
Female,Madinah,7,17,24,10,61,45,63,44
Female,Dammam,4,9,5,9,21,35,17,28
Female,Dhahran,18,6,12,16,60,67,52,67
Female,Makkah,16,19,18,12,69,82,72,67
Female,Dhahran,18,19,25,21,72,75,79,79
Male,Makkah,13,24,15,16,73,59,77,64
Female,Riyadh,22,19,6,16,86,85,68,81
Male,Madinah,17,16,13,11,67,69,65,62
Female,Makkah,15,11,13,14,39,36,53,41
Female,Jeddah,7,8,21,12,47,41,40,40
Male,Madinah,15,6,18,6,53,51,51,48
Male,Dammam,15,16,21,17,75,72,70,70
Male,Makkah,7,16,18,14,61,59,48,53
Female,Madinah,10,15,5,9,43,35,35,37
Female,Dammam,11,12,16,9,51,62,57,53
Male,Dammam,14,6,17,21,73,68,73,73
Male,Qassim,16,19,9,18,60,59,69,64
Male,Makkah,6,23,11,9,26,28,17,25
Male,Dammam,11,22,21,13,58,57,62,54
Female,Qassim,17,5,9,8,49,49,68,49
Female,Dhahran,7,20,21,7,30,33,45,32
Female,Jeddah,5,17,8,5,44,42,44,37
Female,Madinah,13,9,7,10,49,46,43,47
Male,Riyadh,19,20,6,19,86,78,77,82
Female,Jeddah,17,6,16,18,61,60,61,62
Female,Madinah,9,19,5,4,31,38,38,32
Female,Riyadh,20,8,22,24,96,90,98,94
Male,Madinah,6,22,16,9,50,42,52,39
Male,Jeddah,3,17,25,9,21,19,25,18
Male,Jeddah,19,11,22,22,84,80,71,83
Female,Riyadh,12,8,7,13,32,33,39,36
Male,Dhahran,4,15,7,10,25,30,26,27
Male,Madinah,18,20,19,11,63,55,50,55
Male,Dhahran,16,19,7,16,80,94,80,79
Female,Qassim,9,18,8,14,64,55,65,53
Female,Jeddah,11,24,6,3,40,39,35,34
Female,Qassim,9,15,13,8,33,21,25,27
Male,Dammam,13,9,20,18,56,73,52,65
Male,Madinah,12,11,7,9,31,29,27,29
Female,Qassim,18,11,22,16,70,79,68,72
Female,Dhahran,19,17,19,21,78,75,64,76
Male,Madinah,20,19,14,19,91,84,84,85
Male,Dhahran,8,7,19,11,40,35,31,40
Female,Dhahran,22,25,6,18,71,83,84,80
Female,Madinah,14,5,14,8,62,60,58,55
Female,Makkah,0,16,7,3,21,13,13,14
Male,Dhahran,3,13,23,5,31,18,24,21
Female,Dhahran,20,11,17,12,79,82,74,74
Male,Riyadh,10,17,10,8,50,41,53,41
Female,Dhahran,11,9,22,13,30,36,45,37
Male,Makkah,5,5,6,5,21,23,36,19
Female,Dammam,14,10,11,14,46,43,50,46
Female,Riyadh,4,25,19,10,46,36,41,36
Female,Dhahran,8,14,13,15,45,47,58,50
Female,Riyadh,7,6,7,3,32,23,27,20
Male,Dhahran,9,22,20,10,40,57,47,49
Male,Dhahran,6,12,16,10,30,33,28,30
Male,Qassim,10,18,18,13,56,53,58,54
Female,Madinah,13,22,5,16,57,44,55,53
Female,Makkah,3,7,24,3,46,26,45,24
Female,Makkah,7,12,25,7,33,30,41,30
Female,Makkah,11,13,10,1,24,18,30,16
Male,Dhahran,18,8,22,13,75,88,77,74
Female,Qassim,12,24,23,9,52,38,47,40
Female,Dhahran,18,24,16,14,55,70,69,63
Male,Madinah,12,24,21,2,40,36,40,31
Female,Riyadh,4,9,18,11,31,17,18,28
Male,Jeddah,7,8,11,8,51,56,59,49
Female,Makkah,16,5,20,24,100,100,84,99
Female,Madinah,19,7,24,18,63,66,80,69
Female,Dhahran,17,11,5,18,73,55,55,67
Female,Jeddah,10,18,5,4,16,22,20,20
Female,Dammam,3,9,10,6,25,36,26,26
Male,Madinah,15,17,10,16,75,92,89,80
Female,Dammam,12,13,11,22,71,67,82,68
Male,Dhahran,18,13,7,24,96,81,89,88
Female,Dhahran,3,25,15,2,26,41,37,28
Female,Riyadh,13,17,13,18,76,72,84,73
Male,Riyadh,11,18,25,12,41,33,38,39
Male,Riyadh,8,18,13,5,34,34,37,27
Male,Riyadh,5,25,5,1,18,13,17,12
Male,Jeddah,10,6,20,8,51,52,54,49
Female,Jeddah,13,21,21,15,72,52,52,62
Male,Madinah,20,7,10,16,94,79,79,80
Female,Jeddah,8,7,16,15,50,53,59,54
Female,Madinah,15,11,23,16,50,45,52,49
Male,Dammam,11,14,15,7,42,30,32,31
Female,Jeddah,4,20,12,2,35,24,35,20
Female,Riyadh,17,9,14,16,77,70,73,71
Female,Jeddah,8,25,17,15,55,58,62,52
Male,Madinah,0,24,18,1,17,23,26,12
Male,Makkah,15,14,21,17,92,78,87,82
Female,Madinah,1,24,7,6,23,23,32,21
Male,Jeddah,16,21,8,11,46,54,51,49
Female,Dhahran,3,12,10,3,40,38,31,31
Female,Jeddah,7,10,5,3,25,25,41,23
Male,Qassim,13,14,5,7,53,38,37,39
Female,Qassim,6,9,15,6,34,27,46,27
Male,Jeddah,6,6,12,2,23,18,18,18
Female,Riyadh,17,7,12,18,68,54,54,61
Male,Madinah,12,13,22,7,36,26,31,31
Male,Dammam,9,19,7,4,38,30,37,29
Female,Riyadh,24,16,22,20,80,78,79,79
Male,Riyadh,14,11,11,11,47,49,42,46
Female,Qassim,15,7,24,8,55,51,50,52
Female,Dhahran,10,17,11,10,76,61,67,61
Female,Qassim,22,16,6,21,86,88,81,85
Female,Madinah,16,6,7,16,61,61,60,65
Female,Madinah,3,12,16,7,27,34,29,29
Male,Jeddah,12,8,25,20,79,79,83,79
Male,Qassim,18,23,16,13,74,82,71,71
Male,Makkah,11,13,10,16,54,45,40,54
Female,Riyadh,22,8,9,20,78,91,85,83
Female,Madinah,16,18,19,13,57,63,70,61
Male,Riyadh,17,9,25,16,52,53,52,55
Male,Riyadh,21,6,15,15,81,76,62,73
Male,Madinah,10,8,20,13,45,33,48,42
Female,Riyadh,10,7,22,5,31,33,38,29
Female,Riyadh,6,5,12,13,46,45,40,45
Male,Dammam,13,15,21,12,42,50,39,45
Male,Madinah,22,10,19,24,80,85,94,84
Female,Madinah,18,9,9,17,72,82,75,75
Female,Qassim,9,18,18,7,44,41,34,40
Female,Dhahran,10,5,18,12,68,56,64,59
Female,Riyadh,7,18,13,16,53,56,55,54
Female,Dammam,3,24,15,9,24,28,34,23
Male,Qassim,9,11,24,9,50,57,54,51
Male,Dammam,6,8,19,4,31,38,40,29
Male,Dhahran,19,11,17,20,76,72,68,76
Female,Madinah,14,5,24,14,56,56,63,55
Male,Dhahran,7,8,25,5,40,44,32,35
Female,Riyadh,4,21,7,11,29,33,30,32
Male,Riyadh,5,7,16,10,40,47,42,42
Female,Qassim,0,9,21,1,23,24,22,18
Male,Dammam,21,25,19,20,77,82,63,79
Male,Qassim,4,18,5,3,22,36,32,21
Male,Makkah,16,23,15,9,43,55,52,51
Male,Riyadh,19,21,11,15,87,92,80,84
Male,Madinah,16,16,18,14,80,70,81,71
Female,Madinah,11,11,11,20,69,74,57,72
Female,Dammam,10,8,25,18,56,71,55,61
Male,Dhahran,13,9,20,20,68,74,69,69
Male,Qassim,13,16,13,10,37,35,35,36
Female,Madinah,2,16,18,12,41,29,26,32
Male,Jeddah,15,17,18,13,70,86,72,72
Male,Jeddah,2,11,7,0,32,22,17,15
Male,Madinah,11,18,20,13,74,77,75,71
Female,Dammam,20,10,10,19,70,67,72,73
Female,Makkah,9,11,7,2,15,18,25,17
Female,Qassim,11,16,16,13,63,50,51,56
Female,Dhahran,16,15,9,25,100,92,97,93
Male,Qassim,10,15,11,10,32,38,32,38
Male,Dammam,18,19,16,18,88,88,92,87
Male,Dhahran,14,5,24,19,58,73,67,70
Male,Riyadh,8,23,6,14,41,54,38,45
Male,Dammam,15,18,25,8,53,61,49,53
Female,Madinah,14,13,20,16,85,69,77,69
Female,Makkah,18,8,15,24,78,95,82,86
Male,Makkah,16,14,9,15,49,47,56,49
Male,Dammam,13,8,6,18,64,57,63,60
Female,Jeddah,11,23,18,10,50,47,49,48
Female,Jeddah,14,15,13,13,64,64,69,61
Male,Madinah,16,5,14,14,53,53,50,52
Female,Makkah,23,22,11,19,89,92,83,87
Female,Madinah,12,19,16,6,55,58,45,48
Male,Madinah,6,20,10,2,17,31,23,21
Male,Qassim,19,9,10,10,66,58,60,61
Male,Riyadh,24,10,7,17,99,100,81,97
Female,Jeddah,14,6,24,13,36,36,50,42
Male,Riyadh,6,10,12,12,59,54,47,48
Female,Riyadh,5,14,10,11,39,38,25,36
Female,Dammam,11,13,23,8,49,38,32,43
Male,Qassim,13,24,5,4,44,43,48,37
Female,Makkah,15,9,23,21,82,70,69,74
Female,Dammam,17,9,8,17,76,74,72,76
Female,Makkah,10,6,15,12,62,56,56,54
Male,Dhahran,20,16,10,19,68,65,78,73
Male,Jeddah,2,14,22,2,34,36,32,25
Male,Madinah,17,12,12,21,83,85,88,82
Female,Madinah,11,17,22,12,44,42,33,43
Female,Qassim,5,23,18,7,44,37,34,34
Male,Jeddah,18,21,23,16,85,70,77,76
Female,Dammam,15,19,25,20,89,76,91,82
Female,Dhahran,11,18,22,11,63,52,54,50
Male,Madinah,16,18,5,17,84,80,83,79
Male,Madinah,11,24,17,12,69,66,71,61
Female,Madinah,8,21,10,15,53,49,58,53
Female,Qassim,6,5,23,9,21,13,23,18
Male,Dammam,19,21,8,20,76,60,57,71
Male,Qassim,15,14,12,19,66,69,74,72
Female,Makkah,5,24,18,6,49,42,34,35
Female,Jeddah,15,12,7,18,72,66,64,71
Female,Jeddah,19,9,6,16,72,73,66,72
Male,Dhahran,18,24,11,16,92,93,91,88
Male,Makkah,17,21,11,18,87,82,97,80
Female,Madinah,14,7,13,12,48,64,59,58
Male,Dhahran,15,18,13,16,76,71,71,71
Female,Madinah,20,15,8,24,86,82,90,86
Female,Madinah,9,6,23,11,68,51,60,53
Male,Madinah,22,20,24,13,85,79,74,76
Male,Jeddah,6,15,18,9,53,51,37,46
Male,Riyadh,19,24,9,17,86,83,89,82
Female,Riyadh,25,21,11,21,86,84,85,88
Female,Dammam,12,11,11,7,30,32,45,31
Female,Jeddah,4,18,22,4,37,46,46,34
Female,Qassim,20,8,11,23,89,78,82,86
Male,Dammam,14,19,13,11,53,58,64,51
Male,Qassim,20,15,8,21,91,85,89,87
Female,Riyadh,7,14,13,6,28,36,32,29
Female,Dammam,11,24,19,18,62,72,73,65
Female,Jeddah,13,11,15,21,64,77,73,74
Male,Dammam,15,6,13,23,92,94,100,93
Male,Dhahran,20,11,11,22,88,77,85,86
Female,Qassim,9,10,20,9,39,43,30,40
Female,Madinah,9,18,15,8,36,37,54,33
Female,Riyadh,7,14,13,10,17,34,36,29
Male,Dammam,10,7,12,9,51,52,52,47
Male,Dhahran,15,10,21,19,93,86,97,87
Female,Riyadh,0,19,5,4,25,16,13,15
Female,Makkah,6,23,6,13,54,41,52,47
Male,Qassim,13,15,6,14,58,64,69,58
Female,Makkah,11,11,15,6,53,48,42,44
Female,Dammam,14,8,17,18,85,67,82,75
Male,Jeddah,19,7,8,20,68,64,77,71
Male,Qassim,11,12,19,17,73,79,81,75
Female,Makkah,17,7,10,21,73,84,91,79
Female,Qassim,9,7,10,6,29,37,32,33
Male,Jeddah,9,12,19,6,24,28,41,28
Male,Riyadh,13,19,22,12,69,66,59,64
Female,Qassim,3,12,12,8,34,35,31,33
Male,Dammam,16,7,16,16,83,85,93,79
Female,Dhahran,10,6,15,14,56,65,67,56
Female,Qassim,5,12,18,2,40,26,40,23
Female,Jeddah,18,18,6,16,59,63,69,66
Female,Madinah,12,10,18,14,49,56,62,53
Male,Jeddah,8,17,23,8,40,41,43,36
Female,Riyadh,7,17,12,9,53,53,58,47
Male,Makkah,20,19,19,21,89,75,87,80
Male,Madinah,18,18,12,19,73,74,72,75
Male,Madinah,7,24,11,15,54,40,42,44
Female,Madinah,10,22,25,12,34,29,32,32
Female,Riyadh,17,19,14,16,73,76,80,71
Female,Makkah,22,19,12,15,87,83,89,80
Male,Dammam,24,20,9,21,85,88,99,91
Female,Makkah,13,23,23,19,62,70,82,68
Male,Dammam,14,21,25,12,54,50,59,52
Male,Jeddah,18,25,8,19,72,82,86,80
Female,Qassim,9,11,11,13,68,52,57,57
Female,Jeddah,10,24,10,20,60,59,72,62
Female,Riyadh,13,18,5,18,73,67,62,68
Female,Qassim,10,21,24,10,59,73,72,58
Female,Riyadh,6,9,16,11,42,39,37,36
Female,Makkah,12,12,20,13,55,51,66,54
Male,Qassim,19,5,6,14,84,75,85,75
Male,Qassim,11,15,7,17,68,66,73,62
Male,Madinah,23,5,18,20,81,79,79,82
Female,Riyadh,16,6,15,17,80,87,99,80
Female,Riyadh,11,17,22,6,27,38,39,33
Male,Makkah,9,25,7,11,57,48,58,49
Male,Dhahran,9,5,12,14,57,46,52,51
Female,Madinah,4,8,5,6,45,40,46,34
Female,Riyadh,13,21,20,9,73,52,54,53
Female,Riyadh,17,5,23,16,67,79,65,74
Male,Qassim,7,20,23,10,24,32,30,28
Female,Dhahran,10,21,18,10,65,63,67,59
Male,Riyadh,10,14,5,11,61,75,77,62
Female,Dhahran,22,5,25,16,75,80,86,76
Male,Riyadh,4,25,25,2,22,17,31,13
Female,Madinah,16,9,23,19,68,70,72,68
Male,Dhahran,13,22,22,15,44,45,43,51
Female,Madinah,16,21,22,14,65,62,58,64
Male,Madinah,24,18,10,17,88,76,92,83
Male,Riyadh,4,22,23,2,22,27,32,18
Female,Madinah,13,8,23,12,42,39,46,45
Female,Jeddah,8,21,10,11,35,47,53,39
Female,Dammam,3,11,20,1,31,35,22,23
Female,Madinah,12,8,13,19,64,66,61,64
Male,Riyadh,10,10,11,17,64,66,58,63
Male,Dhahran,15,11,18,16,87,75,75,75
Female,Dhahran,18,18,16,14,52,67,72,64
Female,Jeddah,3,9,14,2,31,20,16,19
Male,Jeddah,14,21,21,9,57,65,71,54
Male,Jeddah,6,22,25,7,45,40,49,38
Male,Madinah,16,15,12,18,85,69,71,74
Male,Qassim,13,23,9,11,75,65,58,64
Female,Madinah,14,10,24,18,69,74,78,71
Male,Madinah,16,25,5,11,63,56,61,59
Male,Madinah,7,13,21,12,24,27,35,29
Male,Qassim,9,14,11,4,34,46,40,35
Female,Madinah,10,7,14,9,51,54,59,50
Female,Dhahran,19,20,5,20,77,88,80,80
Female,Jeddah,3,20,9,5,28,40,41,27
Male,Dammam,10,5,14,17,66,73,66,66
Female,Dhahran,5,9,13,15,39,52,45,49
Female,Qassim,23,13,7,21,79,84,88,87
Female,Qassim,14,22,24,5,55,52,40,48
Female,Qassim,17,17,11,18,78,81,83,76
Male,Dammam,16,7,14,16,90,81,76,79
Male,Riyadh,25,7,24,15,98,91,94,87
Male,Madinah,13,14,14,13,32,39,32,42
Female,Madinah,12,10,19,12,36,25,33,32
Male,Qassim,16,5,16,15,56,63,62,61
Male,Dhahran,9,22,21,9,25,32,23,32
Female,Dhahran,16,23,9,10,54,64,63,55
Female,Madinah,6,21,7,7,46,45,46,38
Male,Dammam,14,21,5,14,66,55,61,58
Male,Jeddah,20,16,24,20,64,80,81,77
Male,Madinah,8,9,25,15,50,39,40,47
Female,Dhahran,12,25,20,14,49,54,63,54
Male,Jeddah,11,19,6,12,61,67,54,59
Female,Dammam,4,19,9,3,28,18,17,20
Female,Qassim,6,13,13,7,48,41,39,37
Male,Riyadh,15,23,21,16,60,58,72,63
Male,Dhahran,16,20,18,19,99,87,99,88
Female,Makkah,14,13,14,7,49,32,36,36
Female,Qassim,5,6,11,12,22,24,36,25
Male,Madinah,20,18,6,11,57,76,72,64
Male,Jeddah,15,22,19,15,68,70,75,66
Female,Dhahran,12,21,22,9,59,56,54,53
Female,Dhahran,14,8,22,13,74,81,87,71
Male,Jeddah,13,10,13,14,72,61,70,64
Male,Madinah,19,20,23,16,65,69,59,69
Female,Madinah,11,13,20,14,59,54,58,54
Male,Madinah,17,6,21,16,62,54,53,60
Female,Makkah,16,15,20,19,86,81,96,79
Male,Makkah,15,18,17,22,78,72,78,77
Female,Makkah,23,6,12,23,93,77,82,87
Female,Riyadh,19,13,13,19,95,92,88,92
Male,Jeddah,8,23,8,9,37,41,40,39
Male,Qassim,12,18,16,13,54,58,59,55
Female,Riyadh,11,6,9,8,44,39,51,39
Male,Dammam,19,17,23,20,93,91,79,92
Female,Madinah,15,14,18,17,56,52,52,60
Male,Dhahran,9,20,14,5,21,35,37,25
Female,Dammam,19,12,5,14,55,65,62,59
Male,Madinah,11,24,21,16,63,65,52,60
Female,Makkah,16,14,20,9,68,67,64,59
Female,Dammam,9,10,19,11,35,32,44,37
Female,Madinah,21,20,5,14,66,72,76,67
Female,Jeddah,16,9,9,10,42,44,45,44
Male,Dammam,18,22,17,15,73,75,71,69
Female,Makkah,15,21,14,24,94,85,84,91
Female,Qassim,14,10,23,21,70,68,76,68
Female,Madinah,18,25,24,13,77,77,86,74
Male,Jeddah,12,21,7,5,36,31,44,30
Female,Dhahran,6,22,18,3,12,12,29,13
Male,Makkah,21,23,12,19,65,69,78,73
Female,Qassim,11,14,13,11,49,49,47,45
Male,Makkah,19,17,22,21,77,84,91,82
Male,Jeddah,17,5,16,15,83,92,82,80
Male,Madinah,18,8,15,24,93,79,91,85
Male,Qassim,11,7,19,14,71,82,80,73
Male,Dammam,21,5,12,23,99,90,84,93
Female,Makkah,19,16,8,14,56,61,64,62
Female,Dhahran,19,18,11,21,81,75,71,77
Female,Qassim,5,18,18,11,35,50,32,43
Male,Riyadh,17,16,9,11,79,62,70,65
Male,Madinah,16,10,12,14,52,58,63,58
Male,Dhahran,17,21,16,19,77,87,75,83
Female,Dhahran,13,11,14,11,37,51,44,44
Male,Dammam,20,12,8,16,78,89,91,81
Female,Jeddah,22,13,10,19,72,76,82,78
Male,Jeddah,8,17,20,8,20,14,26,22
Male,Qassim,17,24,12,14,83,95,87,84
Female,Jeddah,15,12,9,15,80,71,81,71
Male,Jeddah,9,9,7,10,53,58,57,51
Male,Madinah,6,11,16,5,30,23,26,26
Male,Riyadh,14,23,20,10,47,40,33,45
Female,Dhahran,16,25,6,13,42,39,56,46
Male,Dammam,15,24,6,14,53,54,59,56
Female,Jeddah,10,23,13,16,58,53,64,53
Male,Makkah,11,23,12,14,58,58,76,59
Male,Dhahran,20,7,21,22,67,78,78,76
Female,Madinah,17,23,9,21,67,72,74,71
Female,Dhahran,15,23,7,10,71,58,66,61
Male,Qassim,8,21,10,13,49,55,56,52
Male,Riyadh,1,25,17,3,17,18,12,12
Female,Jeddah,14,16,25,9,49,31,30,42
Male,Makkah,15,25,17,17,74,74,83,69
Male,Qassim,16,16,6,22,88,88,89,84
Male,Dammam,1,23,11,11,23,17,35,20
Female,Dhahran,18,14,20,19,74,75,80,73
Female,Dammam,14,18,16,11,34,34,46,38
Female,Dammam,9,12,21,12,41,50,48,45
Female,Makkah,13,24,15,17,74,76,73,72
Female,Jeddah,15,19,10,15,52,49,48,50
Male,Riyadh,17,18,13,23,91,100,91,92
Male,Qassim,13,13,11,14,57,50,47,55
Male,Jeddah,11,18,14,11,22,19,36,27
Male,Dhahran,14,13,10,19,79,71,63,71
Female,Jeddah,23,9,12,23,86,77,75,88
Female,Madinah,11,13,11,10,55,49,43,50
Male,Dhahran,6,24,24,5,41,36,29,32
Male,Makkah,10,12,10,6,22,20,32,22
Female,Jeddah,8,24,25,4,34,25,36,27
Female,Qassim,10,17,24,6,55,58,44,47
Male,Jeddah,23,21,14,18,84,80,87,84
Male,Dammam,14,13,16,8,55,44,35,46
Female,Jeddah,16,18,11,15,69,76,81,73
Female,Makkah,19,8,17,19,71,72,72,71
Female,Makkah,16,10,8,21,97,86,92,87
Male,Jeddah,13,23,5,17,71,76,80,70
Female,Jeddah,19,19,25,14,74,88,78,76
Male,Qassim,17,6,9,11,67,74,76,68
Male,Makkah,16,15,5,12,84,71,78,71
Female,Makkah,9,24,15,10,49,59,56,47
Female,Madinah,23,17,25,18,78,93,94,88
Female,Madinah,21,10,17,19,88,83,78,87
Female,Qassim,2,8,6,2,26,34,35,20
Female,Madinah,15,17,16,16,80,91,91,80
Female,Qassim,16,14,22,11,71,70,63,62
Male,Qassim,9,21,10,8,33,31,29,33
Female,Riyadh,3,13,15,8,27,32,25,27
Male,Jeddah,12,13,18,20,72,79,72,77
Female,Riyadh,18,19,22,9,54,58,63,52
Male,Jeddah,5,15,11,6,36,36,34,30
Male,Jeddah,12,19,14,19,85,86,67,83
Male,Dammam,12,9,25,11,50,37,42,42
Male,Qassim,2,14,9,4,34,38,31,29
Male,Makkah,22,12,22,16,81,84,82,82
Male,Dhahran,5,22,19,7,31,14,24,24
Female,Madinah,2,6,11,11,23,27,37,28
Male,Dhahran,16,19,11,17,68,63,68,65
Male,Jeddah,9,6,23,12,42,43,50,44
Female,Dammam,18,20,19,15,84,78,77,77
Male,Riyadh,16,8,5,17,82,71,64,72
Male,Madinah,15,7,25,11,58,71,70,58
Female,Makkah,15,16,10,16,82,75,72,77
Female,Qassim,17,24,8,14,74,82,73,73
Male,Dammam,15,8,12,11,49,56,48,50
Female,Madinah,8,8,24,8,35,21,23,26
Female,Madinah,11,22,17,21,78,70,62,72
Female,Riyadh,24,14,19,18,87,92,97,91
Female,Qassim,10,8,24,7,34,37,35,33
Male,Madinah,18,12,16,22,78,76,82,80
Male,Dhahran,1,25,9,5,13,21,29,13
Male,Riyadh,11,11,19,13,37,48,37,43
Male,Jeddah,16,19,17,12,45,47,40,46
Male,Jeddah,13,16,13,13,40,46,49,43
Female,Dammam,16,5,19,14,84,73,82,74
Female,Dammam,7,14,25,14,55,37,40,47
Female,Jeddah,8,18,17,5,46,45,36,38
Female,Dammam,12,6,8,15,42,50,36,50
Male,Madinah,14,14,9,16,49,58,57,57
Male,Madinah,11,10,11,13,70,69,58,66
Male,Madinah,8,22,16,16,51,44,46,50
Female,Dammam,16,12,9,12,57,72,63,64
Male,Madinah,10,7,17,9,17,19,33,22
Male,Riyadh,22,12,13,21,80,78,78,80
Male,Makkah,12,8,21,15,55,47,59,51
Male,Jeddah,19,21,7,17,82,62,74,73
