school,gender,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,internet,health,absences,G1,G2,G3,advising
GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,yes,no,no,3,12,9,10.5,10.5,follow-up
GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,yes,no,yes,1,2,15,15.5,16,normal
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,2,no,no,yes,no,yes,1,22,7,7,4.5,follow-up
GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,1,no,yes,yes,no,yes,4,13,7,7,9,follow-up
GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,yes,no,no,3,3,8,7.5,9,normal
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,4,4,10,10.5,10.5,normal
GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,5,2,7,7,6.5,normal
GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,1,no,yes,no,yes,no,5,0,6.5,5.5,1,normal
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,3,2,16.5,17,17.5,normal
GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,0,no,yes,yes,no,yes,4,0,12.5,14,13.5,normal
GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,yes,5,0,13.5,14,15,normal
GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,1,no,no,no,yes,yes,4,16,10,8.5,7.5,follow-up
GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,no,no,no,yes,yes,3,10,17,16,15.5,follow-up
GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,yes,no,yes,3,2,13,11.5,13,normal
GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,yes,yes,yes,3,14,10.5,8.5,10,follow-up
GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,3,10,12.5,11,13,follow-up
GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,3,14,14.5,13.5,15,follow-up
GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,no,yes,yes,yes,yes,1,4,12,11.5,11.5,normal
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,2,14,11.5,9.5,10,follow-up
GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,1,2,15,14,13.5,normal
GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,yes,5,18,9.5,7.5,6.5,follow-up
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,2,10,12,9.5,11,follow-up
GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,no,no,yes,yes,yes,4,4,14.5,14,14,normal
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,5,20,14.5,13,12.5,follow-up
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,no,3,2,14,12,11.5,normal
GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,1,no,no,no,no,yes,2,0,7.5,8,0.5,normal
GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,5,14,13,13,13,follow-up
GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,4,2,11,12,12.5,normal
GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,yes,3,0,7,1,1,normal
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,no,yes,yes,5,0,14,12.5,13,normal
GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0,no,yes,yes,no,yes,3,0,7.5,0.5,1,normal
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,4,6,19,19,19,normal
GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,2,4,13,13,14,normal
GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,yes,1,16,6.5,9,8.5,follow-up
GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,1,no,yes,no,no,yes,5,8,4,6,6,normal
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,yes,no,yes,5,0,14,15.5,16,normal
GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,1,no,no,no,no,yes,5,0,6.5,9,8.5,normal
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,0,yes,yes,no,no,yes,2,6,8,11,10.5,normal
GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,1,no,no,no,no,yes,5,4,7,10,8.5,normal
GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,3,0,9,10,9,normal
GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,yes,5,0,8.5,13,13,normal
GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,5,2,7.5,10,9,normal
GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no,yes,yes,yes,yes,4,6,14.5,12.5,13.5,normal
GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,1,12,11.5,11.5,12,follow-up
GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,4,8,16,15,15,normal
GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,no,no,yes,yes,yes,2,0,10.5,10,0.5,normal
GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,no,yes,yes,no,yes,2,21,18,18.5,19,follow-up
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,yes,no,yes,3,2,9,8.5,9,normal
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,3,1,13.5,12.5,12.5,normal
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,4,4,10.5,10,9.5,normal
GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,no,yes,yes,yes,yes,3,0,10,10.5,1,normal
GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,1,13,18,18,18,follow-up
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,yes,yes,yes,5,2,9.5,9.5,11,normal
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,no,no,yes,yes,yes,4,8,12.5,11,11.5,normal
GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,5,10,10.5,10,10.5,follow-up
GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,3,0,7,1,0.5,normal
GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,2,no,yes,yes,yes,yes,5,15,10,9.5,10,follow-up
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no,yes,yes,yes,yes,2,4,15.5,14.5,14.5,normal
GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,no,3,2,11.5,11.5,12,normal
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,yes,yes,yes,no,1,2,16,14.5,15,normal
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,no,yes,yes,no,yes,1,2,11,10.5,10.5,normal
GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,yes,yes,yes,no,yes,5,6,13,12.5,12.5,normal
GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,no,no,no,no,yes,5,75,11,10,10,concern
GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,yes,yes,yes,3,22,10,9.5,10,follow-up
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,4,15,9.5,8.5,9,follow-up
GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,no,no,yes,yes,yes,1,8,10.5,11.5,11,normal
GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,yes,yes,yes,5,30,9,9,9,concern
GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,1,no,no,no,no,yes,3,19,12,10,11,follow-up
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,yes,yes,no,3,1,13,13,13,normal
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,4,4,8.5,10,11,normal
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,5,4,11,10,12,normal
GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,no,no,yes,no,yes,4,2,12.5,11,12,normal
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no,yes,yes,no,yes,2,5,19,19,20,normal
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,yes,no,yes,3,6,14,13,12.5,normal
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,yes,yes,yes,2,6,15.5,15,15,normal
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,yes,yes,2,9,15.5,13.5,16,normal
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,5,11,12.5,12,11.5,follow-up
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no,yes,yes,no,yes,3,0,16,15.5,15.5,normal
GP,F,18,U,LE3,T,2,1,services,at_home,reputation,mother,1,2,1,no,no,no,no,yes,5,12,12.5,13,13.5,follow-up
GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,no,yes,yes,no,no,3,6,19,19,18.5,normal
GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,4,8,15,13.5,15,normal
GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,yes,no,yes,5,4,14.5,13,12,normal
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,no,yes,yes,yes,yes,2,0,11,9.5,1,normal
GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,no,yes,yes,no,yes,2,10,10.5,9,9,follow-up
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,no,yes,yes,no,yes,3,0,14.5,14,15,normal
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,yes,no,yes,1,5,16.5,16,16.5,normal
GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,no,yes,no,no,yes,4,14,13,11,12,follow-up
GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,no,no,yes,no,yes,5,0,11.5,12,11,normal
GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,no,yes,yes,no,yes,3,0,15.5,12.5,15,normal
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no,yes,yes,yes,yes,5,0,18,17.5,19,normal
GP,M,19,U,GT3,T,3,3,other,other,home,other,1,2,1,no,yes,no,yes,yes,3,20,15.5,15,13.5,follow-up
GP,F,18,U,GT3,T,2,4,services,at_home,reputation,other,1,2,1,no,yes,yes,yes,yes,3,8,14.5,13,12.5,normal
GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,0,no,no,no,yes,no,5,0,18,19,19.5,normal
GP,M,19,U,GT3,T,4,4,teacher,services,reputation,other,2,1,1,no,yes,yes,no,yes,4,38,8.5,10,9,concern
GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,1,no,no,no,yes,no,5,0,15.5,12.5,12.5,normal
GP,F,19,U,LE3,T,1,1,at_home,other,reputation,other,1,2,1,yes,yes,no,yes,yes,3,18,13,11,10.5,follow-up
GP,F,19,U,LE3,T,1,2,services,services,home,other,1,2,1,no,no,no,yes,no,3,0,9.5,9.5,1,normal
GP,F,19,U,GT3,T,2,1,at_home,other,other,other,3,2,0,no,yes,no,no,yes,2,20,14.5,12.5,13.5,follow-up
GP,M,19,U,GT3,T,1,2,other,services,course,other,1,2,1,no,no,no,no,yes,4,3,14,11.5,12,normal
GP,F,19,U,LE3,T,3,2,services,other,reputation,other,2,2,1,no,yes,yes,no,yes,1,22,14,11,12,follow-up
GP,F,19,U,GT3,T,1,1,at_home,health,home,other,1,3,2,no,no,no,no,yes,3,14,15.5,14,14,follow-up
GP,F,19,R,GT3,T,2,3,other,other,reputation,other,1,3,1,no,no,no,no,yes,3,40,14,11.5,11.5,concern
GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,yes,yes,yes,1,0,9,9,1,normal
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no,yes,yes,yes,yes,5,9,9.5,10.5,9.5,normal
GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,no,yes,yes,yes,yes,5,0,11.5,11.5,11,normal
GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,yes,no,yes,5,2,12,12,11.5,normal
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no,yes,yes,no,yes,5,23,14,14,13.5,follow-up
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,3,12,12,10,10,follow-up
GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,no,yes,yes,yes,yes,3,3,11.5,12,12,normal
GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,no,yes,no,no,yes,5,1,13,15,16,normal
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,2,0,16.5,15.5,15.5,normal
GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,3,3,9.5,12.5,12,normal
GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,yes,5,3,14.5,16,17,normal
GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,4,8,11.5,10.5,11,normal
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,4,7,10.5,9.5,9.5,normal
GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,yes,yes,no,yes,4,4,15,14.5,14.5,normal
GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,no,yes,no,yes,yes,5,2,10,9,9,normal
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,5,7,12.5,15,14.5,normal
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,4,0,7.5,1,0.5,normal
GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,no,no,no,yes,yes,2,0,9,8.5,1,normal
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,no,4,0,11,9.5,1,normal
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,5,16,16.5,15.5,15.5,follow-up
GP,F,19,R,GT3,A,3,1,services,at_home,home,other,1,3,1,no,no,yes,no,no,5,12,15,13.5,14,follow-up
GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,2,0,8,8.5,0.5,normal
GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,1,7,17,16,18,normal
GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,2,4,10,11,11,normal
GP,F,19,U,GT3,T,2,1,services,services,home,other,1,3,1,no,no,yes,yes,yes,3,4,12,12.5,11.5,normal
GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,1,no,yes,no,yes,yes,2,0,10.5,11,0.5,normal
GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,5,11,17,15.5,15.5,follow-up
GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,1,no,yes,no,no,yes,4,0,9.5,8.5,0.5,normal
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,3,4,12,10.5,10.5,normal
GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,no,no,no,no,yes,1,7,13.5,13.5,15,normal
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,4,9,17,16,16.5,normal
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,no,yes,yes,no,yes,5,0,10.5,10.5,10,normal
GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,no,yes,yes,yes,yes,4,0,14,16,15.5,normal
MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,1,no,yes,no,no,yes,5,10,11.5,14,14,follow-up
MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,3,no,no,no,no,yes,2,8,8.5,8,8.5,normal
MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,0,no,yes,yes,no,yes,3,2,13.5,14,13.5,normal
MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,1,no,no,no,no,yes,3,7,9,8,9,normal
MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,no,yes,no,no,yes,5,4,8.5,9,9,normal
MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,0,no,yes,yes,yes,yes,2,4,14,11.5,11.5,normal
MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,no,yes,no,no,no,5,0,10.5,10,10,normal
MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,5,4,13,13.5,13.5,normal
MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,no,no,no,no,no,5,2,13,13,12,normal
MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,no,no,no,no,yes,3,4,11,11,11,normal
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,no,no,no,no,yes,4,0,18.5,16.5,17,normal
MS,F,18,R,LE3,A,1,4,at_home,other,course,mother,3,2,0,no,no,no,no,no,5,0,14,13.5,13.5,normal
MS,M,18,R,LE3,T,1,1,at_home,other,other,mother,2,2,1,no,no,no,yes,no,5,2,14,12.5,13,normal
MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,no,yes,no,no,yes,3,0,11.5,11.5,10.5,normal
MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,0,no,yes,yes,yes,yes,1,0,17,16,16,normal
MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,no,no,no,no,no,3,0,12.5,12,12.5,normal
MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,no,yes,yes,no,no,3,4,10.5,10.5,11.5,normal
MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,no,no,yes,no,yes,5,0,13.5,14,14,normal
MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,1,no,yes,yes,no,yes,1,0,8,6.5,0.5,normal
MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,no,yes,yes,no,yes,4,0,12,11,10.5,normal
MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,0,no,yes,yes,no,yes,5,10,14.5,13,11.5,follow-up
MS,F,19,U,LE3,T,3,2,services,services,home,other,2,2,2,no,no,no,yes,no,3,4,7.5,8,9.5,normal
MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0,no,yes,yes,yes,yes,3,3,14.5,13,13,normal
MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,no,no,no,yes,no,3,8,13.5,11.5,11.5,normal
MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,1,14,7,6,6,follow-up
MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,no,no,no,no,yes,1,0,20,18.5,19.5,normal
MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,3,0,no,no,no,no,yes,4,2,8.5,9,10.5,normal
MS,F,20,U,GT3,T,4,2,health,other,course,other,2,3,2,no,yes,yes,no,yes,3,4,15.5,15,15.5,normal
MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,no,no,yes,yes,yes,2,4,9,9.5,10.5,normal
MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,no,no,yes,no,yes,1,0,15.5,15.5,15.5,normal
MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,1,17,10.5,10.5,10.5,follow-up
MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,0,no,no,yes,yes,yes,2,4,15.5,14.5,14.5,normal
MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,no,no,no,yes,yes,5,5,8,7,7.5,normal
MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,no,no,no,yes,yes,3,2,11.5,11.5,11,normal
MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,1,1,no,no,no,no,no,5,0,7,5.5,1,normal
MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,no,no,yes,no,no,3,14,7,5.5,6,follow-up
MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,3,0,no,no,yes,no,no,4,2,11,10,10.5,normal
MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,no,yes,yes,yes,yes,5,7,6.5,5.5,6.5,normal
MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,1,no,no,no,yes,yes,5,0,8,6,1,normal
MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,1,0,8,10,9,normal
MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,2,1,no,no,no,yes,no,5,0,6.5,5.5,1,normal
MS,M,20,U,LE3,A,2,2,services,services,course,other,1,2,2,no,yes,yes,no,no,4,11,10,9.5,9.5,follow-up
MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,no,yes,2,3,14.5,16.5,16.5,normal
MS,M,21,R,GT3,T,1,1,other,other,course,other,1,1,3,no,no,no,no,no,3,3,10.5,9,7.5,normal
MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,1,0,no,no,no,no,yes,5,0,11.5,13,10.5,normal
MS,M,19,U,LE3,T,1,1,other,at_home,course,father,1,1,0,no,no,no,no,yes,5,5,8.5,9.5,9.5,normal
